Ticker,Description,Price,Change %,Change from Open %,Pre-market Change %,Pre-market Volume,Average Volume (60 day),Volume,Relative Volume,Industry,Market Capitalization,Shares Float,Volatility,Relative Volume at Time
ECL,Ecolab Inc.,197.62,0.36057082,0.26891268,,,1075531.61666667,572774,0.43893893,Chemicals: Specialty,56349326085.99999,253524532.22,0.96041466,0.35655836
HUM,Humana Inc.,453.2,-0.16301714,-0.36932817,,,1358219.56666667,1054093,0.58784095,Managed Health Care,55793778797.99999,122531393.412,0.83258127,0.5494682
TT,Trane Technologies plc,242.4,-0.41084634,-0.6557377,,,1290129.18333332,722815,0.55134395,Industrial Machinery,55159813369.00001,226834734.082,1.35607958,0.47373622
EMR,Emerson Electric Company,96.44,0.76272072,0.51068265,0,245,3152068.9,1634018,0.5513488,Electronic Equipment/Instruments,54980443037,567819600,1.2845953,0.48785198
DELL,Dell Technologies Inc.,75.71,0.51779076,0.03964059,0.23898035,2271,4832690.7,4244001,0.96331564,Computer Processing Hardware,53875319384,247709278.707,1.46568954,0.77660477
OXY,Occidental Petroleum Corporation,60.81,0.61217737,-0.86403652,1.48908008,143841,10220918.28333333,10994163,0.77309178,Oil & Gas Production,53365705140.99999,875358087.327,2.47116969,0.63329636
PXD,Pioneer Natural Resources Company,228.63,-0.04808953,-0.84999349,0.40657515,830,3126731.5,2031916,0.84449,Oil & Gas Production,53341411212,231724598.581,1.1810507,0.56843544
NSC,Norfolk Southern Corporation,234.12,-0.12797543,-0.35750766,,,1238183.53333333,793266,0.68378198,Railroads,52943034607,225908281.04799995,1.28441153,0.50327327
MRVL,"Marvell Technology, Inc.",60.25,0,-0.41322314,0.41493776,19130,9205556.43333333,3677683,0.34529515,Semiconductors,52086125000,856494730,1.60777089,0.28499503
APO,"Apollo Global Management, Inc. (New)",91.58,-0.23965142,-0.34820457,,,2534961.16666667,1282778,0.53834643,Investment Managers,51976715216,395890044.4799999,1.25054849,0.39471567
ADSK,"Autodesk, Inc.",242.76,0.35966762,-0.40206778,0.75654223,200,1401844.2,719925,0.39695666,Packaged Software,51930084088,213231541.575,1.55065438,0.24842979
EL,"Estee Lauder Companies, Inc. (The)",144.43,-0.70809845,0.28468268,-0.65997525,1610,2915445.55,1843241,0.63945824,Household/Personal Care,51683781013,231296099.385,2.92357644,0.50387887
RSG,"Republic Services, Inc.",162.69,0.6433653,0.43212544,,,1235984.1,1213000,0.871137,Environmental Services,51188213786.99999,314316070.26,0.95450601,0.52752651
PCAR,PACCAR Inc.,97.47,0.58823529,0.39138943,0.16511868,603,2331653.85,1118614,0.40039611,Trucks/Construction/Farm Machinery,50984205366,513746939.54,0.96927201,0.26194378
DHI,"D.R. Horton, Inc.",149.94,-0.25942926,-0.91852243,,,2725266.33333333,1413862,0.37332791,Homebuilding,49957667831.00001,294094853.12,1.59103115,0.27079479
F,Ford Motor Company,12.35,0.08103728,0.24350649,-0.24311183,255267,55240004.7,43764611,0.73731926,Motor Vehicles,49436488008,3925576646.1,1.46579805,0.5833385
COF,Capital One Financial Corporation,129.74,0.07713669,-0.31502113,,,2691873.06666667,1371487,0.37708289,Major Banks,49411062192.99999,375808775.037,1.68248316,0.29036216
GM,General Motors Company,36.02,-0.63448276,-0.24923844,-0.46896552,22399,20555594.93333333,15027614,0.65428652,Motor Vehicles,49328713493,1366471252.44,2.19059579,0.52963571
TFC,Truist Financial Corporation,36.76,0.73992875,0.24543223,0.60290491,9372,9844957.96666667,9644374,0.88125205,Regional Banks,49025636780,1329523619.97,1.37023842,0.4683553
MCHP,Microchip Technology Incorporated,90.19,0.34490432,-0.43055862,0.94570538,662,4907760.61666667,2388659,0.42476325,Semiconductors,48796875852.99999,529601357.205,1.95181798,0.36264146
MET,"MetLife, Inc.",65.86,0.41164812,0.30459945,,,3821708.81666667,2553579,0.58965329,Multi-Line Insurance,48748930092,620205941.1899999,1.23569794,0.49346251
NEM,Newmont Corporation,42.06,1.52063722,-0.68476978,1.9068308,53715,16077527.45,9136759,0.61785836,Precious Metals,48473807586,1151088572.16,3.28493216,0.69176917
CARR,Carrier Global Corporation,57.1,0.31623331,-0.01751007,-0.03513703,100,4593705.95,1661366,0.31118167,Industrial Machinery,47909557857,837911769.409,1.43700961,0.27174998
AFL,AFLAC Incorporated,81.45,0.29553011,-0.0736106,,,2475010.55,1135317,0.41588627,Multi-Line Insurance,47597739672.00001,525682535.28,1.55086849,0.34760821
SQ,"Block, Inc.",77.14,0.31209363,0.0778412,0.37711313,38366,13290650.73333333,7045417,0.61241436,Information Technology Services,47371131310,538256727.8909999,1.70478465,0.48912278
DXCM,"DexCom, Inc.",122.17,-0.51302932,-0.17159667,0,140,4702735.4,1829088,0.54810855,Medical Specialties,47203302551,380892512.062,2.13756966,0.4585726
AIG,"American International Group, Inc. New",66.93,0.54078414,0.26966292,,,3373404.2,1518399,0.37193103,Multi-Line Insurance,46987556369,700911821.72,0.80983803,0.30067938
CPRT,"Copart, Inc.",48.81,0.82627556,0.61842919,-0.02065689,1507,4273568.51666667,2702535,0.50799838,Specialty Stores,46868898164,870754754.9580001,0.9607438,0.44446901
HLT,Hilton Worldwide Holdings Inc.,181.51,-0.00550903,-0.18147822,,,1627698.28333333,888642,0.45486076,Hotels/Resorts/Cruise lines,46546478827,251383259.64,1.32387969,0.39482473
SRE,DBA Sempra,73.7,0.76565491,0.09506994,,,3564667.8,1843609,0.4414366,Electric Utilities,46381476394,628735802.352,1.30645381,0.43140015
ET,Energy Transfer LP,13.76,-0.21754895,-0.4341534,0.07251632,20517,14596327.15,10863443,0.47346089,Oil & Gas Pipelines,46269579676,2881168313.25,0.90975255,0.51141613
EW,Edwards Lifesciences Corporation,75.83,1.17411608,0.71722672,,,4892553.48333332,3002372,0.47481653,Medical Specialties,45990896111,597525619.5,1.75812467,0.35442979
ROST,"Ross Stores, Inc.",136.42,0.39740948,0.62698237,-0.24286135,100,2292707.31666667,1422710,0.57990593,Apparel/Footwear Retail,45928014704,330076773.048,0.81897665,0.44095787
KDP,Keurig Dr Pepper Inc.,32.83,0.95325953,1.12428769,0.09225092,952,8494504.61666667,4467748,0.53048378,Beverages: Non-Alcoholic,45907379404,991810400.18,1.60197166,0.51386978
FTNT,"Fortinet, Inc.",59.27,1.29892326,0.73079538,0.49564177,5528,7454844.05000001,5057419,0.65153298,Information Technology Services,45514002754,634139310.09,1.74195201,0.55316868
CM,Canadian Imperial Bank of Commerce,48.39,1.46781296,1.14966555,1.40490669,200,1491672.48333333,1352193,0.85039852,Regional Banks,45060409932.85226,930667807.148,1.8708194,0.67541699
HES,Hess Corporation,146.56,0.2805337,-0.76511612,0.62949025,830,3962452.45,1367515,0.36895786,Integrated Oil,45017194953,277514163.433,1.36584033,0.26822762
VLO,Valero Energy Corporation,132.2,0.21224985,-0.67618332,0.28805337,405,3362901.9833333,2279046,0.53450282,Oil Refining/Marketing,45007877879.00001,338774566.71,1.76016352,0.4658063
KHC,The Kraft Heinz Company,36.36,1.11234705,0.85991678,0.25027809,28769,8024462.85,5806270,0.6617015,Food: Major Diversified,44596947746,1123995123.3,1.29238466,0.48603536
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,140.97,0.77923935,0.19189765,,,1498930.76666667,786547,0.50781927,Semiconductors,43810553557.99999,310183236.657,1.23606745,0.41560949
NUE,Nucor Corporation,178.06,0.8153097,0.59887006,,,1446757.61666667,927447,0.5357512,Steel,43774092544,244207858.235,1.29396807,0.46423735
STZ,"Constellation Brands, Inc.",237.88,0.85216433,0.38401485,,,1171947.31666667,875397,0.73362598,Beverages: Alcoholic,43694657118,169185764.025,1.44424209,0.64169494
PAYX,"Paychex, Inc.",119.86,0.80740118,0.97725358,-0.49621531,1800,1948161.33333333,2654401,0.92513692,Data Processing Services,43297310991,322575479.984,2.12514758,0.71245399
WMB,"Williams Companies, Inc. (The)",35.14,0.48613097,-0.08529997,0.08578782,100,6623931.85,5505967,0.66648464,Oil & Gas Pipelines,42747762072,1211708206.5,1.16942384,0.45947855
TRV,"The Travelers Companies, Inc.",185.8,0.12394245,-0.15047291,,,1422314.8,1100012,0.70899725,Multi-Line Insurance,42436620335,227549355.72,1.10294118,0.63923143
AEP,"American Electric Power Company, Inc.",80.38,0.42478761,-0.23581978,0.96201899,3387,3791985.48333333,2774997,0.621618,Electric Utilities,42269909551.99999,525525240.70799994,1.71769978,0.41934271
COIN,"Coinbase Global, Inc.",175.48,4.43373207,3.36337398,1.13670178,292240,10651940.75,15830888,1.30991213,Investment Banks/Brokers,41982761745.99999,168238764.98000002,6.42972007,1.10142807
IQV,"IQVIA Holdings, Inc.",229.38,0.02180264,-0.43838708,,,1330488.23333333,621636,0.54773924,Services to the Health Industry,41861850891,180596525,1.73525436,0.49278807
SU,Suncor Energy Inc.,32.02,0.12507817,-0.62073246,0.68792996,1050,4949154.05,2067037,0.37268028,Integrated Oil,41466407235.71268,1294173056.9199998,1.34438018,0.38257864
TRP,TC Energy Corporation,39.97,0.55345912,0.07511267,,,2794872.43333333,2110017,0.8628934,Oil & Gas Pipelines,41448888687.27089,1035806413,1.35406219,0.61784891
LEN,Lennar Corporation,147.42,-0.33128254,-0.74732377,0.13738084,200,2058182.78333333,1294296,0.4186181,Homebuilding,41401430093,244533586.08,1.61364086,0.26824763
LNG,"Cheniere Energy, Inc.",172.58,0.50081528,0.05797774,0.16305614,305,1477351.55,731368,0.51597501,Oil & Gas Pipelines,41118022845,234779336.06,1.53550864,0.42948335
KVUE,Kenvue Inc.,21.36,0.65975495,0.51764706,0.14137606,3573,23171280.56666667,9577745,0.39159924,Household/Personal Care,40904296872,1730260761.09035,0.99009901,0.3208734
A,"Agilent Technologies, Inc.",139.57,0.45343314,-0.02865124,,,2103776.5,1204144,0.56501824,Medical Specialties,40894582896.99999,291715954.416,1.13120542,0.55100541
OKE,"ONEOK, Inc.",70.16,0.9060837,0.22857143,0.5321444,1349,4166639.88333333,2226426,0.356857,Oil & Gas Pipelines,40871760664,581149964.845,1.37608564,0.43193886
COR,"Cencora, Inc.",203.04,0.38067929,0.02955956,,,1434844.03333333,642529,0.42250556,Medical Distributors,40752632432,169533197.208,0.75597637,0.23690826
KMB,Kimberly-Clark Corporation,120.21,0.65310224,0.40090203,,,1897700.85,1134048,0.55551136,Household/Personal Care,40623892114.00001,337076546.922,1.06996573,0.46083371
DDOG,"Datadog, Inc.",122.49,0.0081646,-0.58436815,0.83278903,4645,4387418.16666667,2202450,0.64185079,Packaged Software,40244540571.99999,269661729.34000003,1.85628248,0.4024226
DASH,"DoorDash, Inc.",100.53,-0.02983294,0.1793722,-0.26849642,3992,4675044.81666667,3521941,0.47128479,Air Freight/Couriers,40031915334,270023977.52000004,2.21528547,0.33705678
BK,The Bank of New York Mellon Corporation,51.47,0.13618677,-0.23260322,0.27237354,1047,4737269.4,2484629,0.52923158,Investment Banks/Brokers,39584200714,767188771.15,1.07149815,0.52058822
MFC,Manulife Financial Corporation,21.9,0.4587156,0.4587156,0.87155963,200,3202029.18333333,2300352,0.57381744,Multi-Line Insurance,39562763640.96009,1804812838.6,1.00917431,0.43447786
LHX,"L3Harris Technologies, Inc.",208.49,0.45774309,-0.03356348,1.14676689,200,1412464.33333333,741871,0.38179265,Aerospace & Defense,39517248324,188554960.62,1.02958865,0.22661424
KMI,"Kinder Morgan, Inc.",17.72,0.45351474,0.11299435,0.34013605,1866,14335203.58333334,7534269,0.46982776,Oil & Gas Pipelines,39387552438.99999,1938268776.62,1.10387772,0.39028811
CNC,Centene Corporation,73.34,-0.09535486,-0.29907558,,,3148584.08333333,2156737,0.50253477,Managed Health Care,39178298560.00001,528541140.405,1.20291449,0.37734716
D,"Dominion Energy, Inc.",46.8,0.10695187,-0.57361377,0.70588235,3067,6529636.03333333,4624485,0.713422,Electric Utilities,39162087398.99999,835551009.2670001,2.18158486,0.59434697
FERG,Ferguson plc,192.12,1.11578947,0.63907805,,,1223254.41666667,612955,0.52753078,Wholesale Distributors,39094431437,202838451.842256,1.17158769,0.36118219
DOW,Dow Inc.,55.12,0.27287611,0.05445634,0.60032745,1593,4220251.43333333,2341994,0.47993679,Chemicals: Specialty,38661000383.99999,699711543.0090001,1.47675479,0.38076822
JCI,Johnson Controls International plc,56.74,1.375737,1.06875668,0.32160086,982,5528839.34999999,4731969,0.4459802,Industrial Machinery,38621434150,675545802.084,2.26300784,0.32489985
NU,Nu Holdings Ltd.,8.22,-0.12150668,-0.36363636,0.24301337,24636,25811973.31666667,12696768,0.58689579,Information Technology Services,38520292991.00001,2470063585.54694,1.59509202,0.46595855
ADM,Archer-Daniels-Midland Company,71.46,0.74721556,0.49219519,0.09868885,600,3142474.88333333,3018564,0.63716089,Agricultural Commodities/Milling,38115421891.99999,529331571.4479999,1.69455773,0.51963371
WCN,"Waste Connections, Inc.",147.33,0.0203666,-0.264013,,,1178975.2,732677,0.59152075,Trucking,37958593913.46353,256820088.258,0.6246181,0.46618983
PLTR,Palantir Technologies Inc.,17.41,-1.0233087,-1.63841808,0.62535532,785247,63373601.86666667,33692706,0.60056471,Packaged Software,37883981112.99999,1825912439.68,2.16450216,0.47690162
CTSH,Cognizant Technology Solutions Corporation,75.15,1.33495146,1.06239914,0.20226537,1064,3352144.73333333,1972321,0.41987971,Information Technology Services,37681152892,500441763.019,1.42876398,0.37914729
PCG,Pacific Gas & Electric Co.,17.62,0.9163803,0.62821245,0.22909507,1020,18804174.13333333,14209051,0.52861091,Electric Utilities,37592418050,2008213224.72,1.00171723,0.37947004
BIIB,Biogen Inc.,257.97,1.6190026,1.04187067,,,1120819.56666667,689602,0.44104543,Pharmaceuticals: Major,37379363500,144020932.406,1.92801301,0.37485847
PRU,"Prudential Financial, Inc.",103.54,0.3003003,0.06765246,0,100,1659869.11666667,1137200,0.43439159,Life/Health Insurance,37377940331,360379080,1.09455726,0.33660805
FAST,Fastenal Company,65.34,0.38408358,-0.01530222,0.44553695,772,3613358.41666667,2044581,0.52598344,Wholesale Distributors,37336136919,570230746.503,0.74397914,0.4024392
HSY,The Hershey Company,182.52,0.83977901,0.42365887,0.41436464,1986,1504826.76666667,1214990,0.70421515,Food: Specialty/Candy,37325058163.00001,149468619.47,1.53710539,0.40882511
SYY,Sysco Corporation,73.53,0,-0.39284747,,,2958743.75,2247643,0.57329659,Food Distributors,37086470983,503437903.056,1.13620901,0.47004224
EA,Electronic Arts Inc.,137.67,-0.15230635,-0.04356349,-0.45691906,9421,1923573.13333333,1192339,0.56427141,Packaged Software,37028608017,243334078.132,1.03810009,0.51119752
LVS,Las Vegas Sands Corp.,48.92,0.26644804,0.34871795,-0.08198401,2442,5420455.23333333,3728666,0.65056955,Casinos/Gaming,36854828923,411025319.127,1.39352696,0.54164951
CEG,Constellation Energy Corporation,115.33,-2.51880653,0.28695652,-3.05975826,3177,1800776.13333333,1188462,0.52698357,Electric Utilities,36834290125.99999,318669835,3.76249781,0.42985287
GIS,"General Mills, Inc.",64.51,0.46721694,0.24864025,0.15573898,2632,4624673.46666667,3211106,0.58459297,Food: Major Diversified,36634593933,566343635.53,1.32460651,0.43923188
MPLX,MPLX LP,36.52,0.3021148,-0.02737476,0.93380939,200,1905576.15,1529276,0.62137169,Oil & Gas Pipelines,36564446795.99999,339131235.96000004,1.44727774,0.68298306
OTIS,Otis Worldwide Corporation,89.11,0.80316742,0.49622195,,,1994408.7,1628269,0.57656178,Building Products,36469053663,408880435.4249999,1.3134398,0.72429985
YUM,"Yum! Brands, Inc.",130,0.01538698,0.07698229,,,1615844.13333333,991533,0.54984011,Restaurants,36440069580,280054040.95199996,0.84228421,0.40399387
ON,ON Semiconductor Corporation,84.01,0.43036461,0.13110846,0.35863718,7495,7329165.31666667,2432325,0.32826335,Semiconductors,36182906407,428883900.024,1.78334739,0.25780598
MRNA,"Moderna, Inc.",94.89,4.09170689,3.14130435,0.84466871,22730,4753854.4,6174806,0.80538372,Biotechnology,36180038203,331416246.924,5.7966286,0.66875043
SPOT,Spotify Technology S.A.,189.59,-1.69043298,-1.68023648,0.23852735,13410,1801957.3,1328245,0.74487349,Internet Software/Services,36066233597,132472555.91115,2.57742894,0.5317952
TTD,"The Trade Desk, Inc.",73.43,-3.86226761,-2.80608868,-1.29615082,26746,5147488.16666669,7140626,1.72399494,Packaged Software,36002519060,441692626.143,4.93199615,1.66987866
ALL,Allstate Corporation (The),137.4,1.47710487,1.1409643,,,1618075.01666667,1227271,0.66099229,Property/Casualty Insurance,35955802199,259832162.54400003,1.7665755,0.56882506
CSGP,"CoStar Group, Inc.",87.47,0.45940048,0.09154365,0.47088549,372,2082961.43333333,1547147,0.64476169,Internet Software/Services,35719544718,403849363.761,1.39739,0.59136675
FIS,"Fidelity National Information Services, Inc.",59.94,0.38519511,-0.1,,,5705414.6,2843760,0.40116107,Packaged Software,35513468722,590900290.268,1.55566768,0.36128853
BCE,"BCE, Inc.",38.77,0.10327911,-0.1545197,,,1866180.81666667,2136675,0.95156815,Major Telecommunications,35368871829.00176,911778635.218,1.5083835,0.6284971
GEHC,GE HealthCare Technologies Inc.,77.58,0.50524679,0.3622251,0.07773028,366,2637282.88333333,2197794,0.74516978,Medical Specialties,35317751296,392436696.939974,0.93518639,0.69158476
EXC,Exelon Corporation,35.26,0.5417736,0.05675369,0.4562304,2966,7874841.80000001,5795248,0.37916167,Electric Utilities,35099122427.00001,993381422.595,2.13068182,0.26536336
PPG,"PPG Industries, Inc.",148.75,0.67681895,0.43889264,,,1633960.81666667,1309375,0.6428475,Industrial Specialties,35075250454,235290200.4,1.14305039,0.57020349
QSR,Restaurant Brands International Inc.,77.42,1.4147236,1.26880314,,,1627152.85,756257,0.48238927,Restaurants,35054799246.20107,307099253.829,1.61670376,0.58664515
MBLY,Mobileye Global Inc.,42.95,0.09321836,-0.46349942,0.62922396,2093,2186172.26666667,1343999,0.54269536,Packaged Software,34624055362,88509266.6507,3.10004697,0.4910308
IBKR,"Interactive Brokers Group, Inc.",82.11,0,-0.20661157,,,1150201.78333333,730857,0.48751065,Investment Banks/Brokers,34567636059,102345293.46,1.23291016,0.3941723
BKR,Baker Hughes Company,34.12,0.23501763,-0.78511195,0.99882491,12076,7047420.93333333,6369520,0.81579671,Contract Drilling,34332699140,1004953094.13,1.19117647,0.69921651
XEL,Xcel Energy Inc.,62.06,0.86136844,0.12907389,0.7963595,931,4172701.95,2429409,0.42163805,Electric Utilities,34245719354,550968410.624,1.45607507,0.41277535
CTVA,"Corteva, Inc.",47.46,0.35948403,0.0105363,-0.3171918,272,4129730.16666667,2657609,0.40053479,Chemicals: Agricultural,33446437880,703741674.671,1.08073744,0.34218379
GFS,GlobalFoundries Inc.,60.34,0.88613944,0.56666667,0.31767263,495,1469872.71666667,855892,0.43141923,Semiconductors,33051537078.000004,79030562.339,1.77316828,0.32978873
GPN,Global Payments Inc.,126.89,0.41149007,-0.11807305,0.94959247,200,1949186.98333333,910896,0.28222268,Miscellaneous Commercial Services,33040702925.999996,257603618.867,1.21315779,0.24375086
NDAQ,"Nasdaq, Inc.",57.04,1.69370654,1.20652945,0.65965413,636,2548604.93333333,2330528,0.77075218,Investment Banks/Brokers,32910057808.999992,340048746.875,1.87822681,0.68203536
ZS,"Zscaler, Inc.",221.68,0.15813491,0.00451121,0.41566891,4788,2109243.01666667,913341,0.40845138,Data Processing Services,32882554796.999996,87819069.32,1.23148948,0.30966438
RCL,Royal Caribbean Cruises Ltd.,128.21,0.85745752,0.82573136,0.12586532,3785,3165906.36666667,1856275,0.65751638,Hotels/Resorts/Cruise lines,32851904842.999996,235496364.04,1.68932826,0.56504545
HAL,Halliburton Company,36.59,-0.13646288,-0.73250136,0.62772926,7807,6937899.56666667,3627044,0.47689867,Oilfield Services/Equipment,32749943954.999996,891782375.044,1.65402,0.42208888
DD,"DuPont de Nemours, Inc.",75.53,1.57342657,1.08404711,0.18827327,1300,2979866.8,3156876,0.84004802,Chemicals: Major Diversified,32481110330,428497719.178,2.45144005,0.81595539
KR,Kroger Company (The),45.14,0.2665482,0.31111111,-0.04464682,100,4815591.26666667,2444180,0.383302,Food Retail,32474774632,713960421.161,1.2823372,0.30162928
GOLD,Barrick Gold Corporation,18.16,1.05731775,-0.76502732,1.9476906,212035,17599674.66666667,21278581,1.25738654,Precious Metals,31888961109.777775,1744053932,3.1938326,0.99480756
CVE,Cenovus Energy Inc,16.73,0.35992801,-0.82987552,1.61967606,3002,9467965.55,11089652,0.77464097,Integrated Oil,31728328373.931854,1344296592.66,1.92163954,0.54235375
LYB,LyondellBasell Industries NV,96.06,-0.39402737,-0.83617219,,,1801637.53333333,1243162,0.63424953,Chemicals: Specialty,31158192361,258116575.654,1.40039654,0.57619869
PWR,"Quanta Services, Inc.",214.04,0.74841139,0.1966108,0,162,1337098.96666667,766940,0.58326408,Engineering & Construction,31096778345.999996,143516881.54999998,1.52794436,0.52274212
ED,"Consolidated Edison, Inc.",89.68,0.52684677,-0.11138338,,,2253015.23333333,865600,0.37746071,Electric Utilities,30959310657,344665921.9,1.4964543,0.27972114
IR,Ingersoll Rand Inc.,76.48,0.89709763,0.52576236,,,2665155.43333333,1433683,0.60365191,Industrial Machinery,30958873361,404054602.302,1.40297721,0.52144204
VEEV,Veeva Systems Inc.,190.85,2.04790931,1.3811421,0.01604107,230,1282221.71666667,1349241,0.7455624,Packaged Software,30729838838,146358874.536,2.20313667,0.61934827
CCEP,Coca-Cola Europacific Partners plc,65.94,1.08845623,0.71788605,0.18396443,108,2050558.73333333,1652977,0.30881701,Beverages: Non-Alcoholic,30256318981.999996,204179128.464,1.52905199,0.25937429
PEG,Public Service Enterprise Group Incorporated,60.65,0.49710025,-0.09883051,,,3114527.23333333,2063448,0.6524607,Electric Utilities,30222763088,497688117.616,1.48441366,0.54477237
SYM,Symbotic Inc.,54.19,1.42242186,-0.01845018,1.81545948,2477,1324314.33333333,742203,0.57493592,Industrial Machinery,30196767362,34627854.7692,3.59452263,0.45518443
HPQ,HP Inc.,30.18,0.132714,-0.13236267,-0.0331785,709,8787004.60000002,4476845,0.37099929,Computer Processing Hardware,29905436720.999996,988632834.42,1.34685733,0.33476967
DLTR,"Dollar Tree, Inc.",136.56,1.66009082,0.64116737,0.98265466,2360,2322068.98333333,1937432,0.76435125,Discount Stores,29752590636,217286795.808,2.0688636,0.85101816
MDB,"MongoDB, Inc.",407.48,-0.57098238,-0.93839646,0.39773559,1063,1549545.6,831765,0.36977513,Packaged Software,29410943581,69429004.8144,3.15643866,0.39392698
DVN,Devon Energy Corporation,45.81,-0.087241,-0.84415584,0.43620502,21633,9152975.86666667,6323586,0.54352567,Oil & Gas Production,29350468438.999996,636725097.2,1.61041234,0.47284804
RKT,"Rocket Companies, Inc.",14.73,-1.1409396,-0.94149294,-0.13422819,10654,2705131.46666667,3047982,0.56108307,Finance/Rental/Leasing,29198934431,117557707.014,2.73972603,0.41727955
DG,Dollar General Corporation,132.21,1.62964102,1.41914698,0,100,3535080.93333333,1969974,0.49449816,Discount Stores,29019733348,218804267.468,2.17091132,0.49418972
CPNG,"Coupang, Inc.",16.21,0.12353305,0.18541409,0,49292,8841275.48333333,5637476,0.43234254,Internet Retail,28980033529,1166616818.64,1.625,0.35355635
RBLX,Roblox Corporation,45.97,3.34982014,5.75109271,-1.86600719,168372,10294865.61666667,9996634,1.01423384,Packaged Software,28673179473,466230834.693,6.09615827,0.923
NET,"Cloudflare, Inc.",84.32,-0.6246317,-0.8,0.2946376,6938,3718371.15,1553581,0.47543347,Information Technology Services,28312280961,292528219.5,2.11874551,0.35290047
NTR,Nutrien Ltd.,57.07,0.68807339,0,0.12350035,250,1789131.16666667,863225,0.48648749,Chemicals: Agricultural,28223817190.98534,494356599.405,1.8430753,0.35902536
SNAP,Snap Inc.,17.05,-1.0446895,-0.87209302,-0.11607661,367775,26687649.18333334,21576676,0.62147894,Packaged Software,28071042285.000004,1031483715.78,2.54588514,0.3945332
CBRE,CBRE Group Inc,91.95,0.48082177,0.39305601,,,1729048.16666667,833626,0.385966,Real Estate Development,28025698516,302224814.182,0.90958904,0.30407701
FANG,"Diamondback Energy, Inc.",156.39,0.08319468,-0.72997334,,,1967604.96666667,1258614,0.60548876,Oil & Gas Production,27991449818,172255700.955,1.50344607,0.38509774
KEYS,Keysight Technologies Inc.,159.21,0.23924951,-0.4190643,0.39035447,200,1489340.05,801179,0.37812138,Electronic Equipment/Instruments,27868854600,173595977.49,1.22891262,0.25232195
DB,Deutsche Bank AG,13.66,1.03550296,0.29368576,0.73964497,41336,2681552.06666667,2388408,0.85279937,Investment Banks/Brokers,27846497210.077545,1896814950.66,1.17820324,0.63270791
BF.B,Brown Forman Inc,57.73,0.33020507,-0.03463203,,,1684596.65000004,1069120,0.56190443,Beverages: Alcoholic,27811074533,298807301.97499996,1.68067227,0.45333948
DFS,Discover Financial Services,110.99,-0.15293271,-0.54659498,0.30586542,419,2404627.71666667,825393,0.40940352,Finance/Rental/Leasing,27753931656,248457628.8,1.24307443,0.27997196
ACGL,Arch Capital Group Ltd.,73.84,-0.43149946,-0.51199138,,,2031217.58333333,1303434,0.59913778,Multi-Line Insurance,27555012137,361980944.892,1.42857143,0.42122074
TTWO,"Take-Two Interactive Software, Inc.",161.95,0.97262922,1.93227593,-1.80185797,13277,2052938.9,1347553,0.37586088,Packaged Software,27542451666.000004,156130247.12800002,2.53021148,0.37001406
WBD,"Warner Bros. Discovery, Inc. - Series A",11.27,-1.91470844,-2,0.0870322,39754,22827099.13333334,21560812,0.74884588,Cable/Satellite TV,27482636260,2211087997.55,3.74665477,0.61487192
AEM,Agnico Eagle Mines Limited,55.3,1.22643236,-1.05564502,2.48947465,14343,2854187.26666667,2588336,0.85500369,Precious Metals,27339123460.764927,493484057.496108,3.25909832,0.71099772
XYL,Xylem Inc.,112.64,0.85056854,0.66130474,,,1464113.1,829320,0.49714909,Industrial Machinery,27155000322,240274245.948,1.22638976,0.50313663
EIX,Edison International,69.48,0.88572673,0.20190366,,,2249401.61666667,1448038,0.56486034,Electric Utilities,26650356341,383242582.781,1.74880763,0.53178968
DAL,"Delta Air Lines, Inc.",41.13,0.02431907,0.17048222,-0.19455253,22294,10292298.96666667,6838950,0.69557722,Airlines,26465651971.999996,641111142.735,0.9661245,0.50063413
WEC,"WEC Energy Group, Inc.",82.94,0.71645416,-0.04820439,,,2055956.15,1419785,0.53978564,Electric Utilities,26162141501,314970364.245,1.71642693,0.32809184
GLW,Corning Incorporated,30.23,0.16567263,-0.26393929,0,445,4098038,2973110,0.57661106,Electronic Components,25791475800,770522818.7,1.19442601,0.60372138
FTV,Fortive Corporation,72.89,0.42711491,0.01372119,,,2169511.11666665,1006745,0.4282339,Electronic Equipment/Instruments,25615992210,350307302.596,1.02125311,0.33624125
AWK,"American Water Works Company, Inc.",131.56,0.04562738,-0.46905735,0.08365019,100,1242092.85,654427,0.57208553,Water Utilities,25615389566,194289888.94,1.41105918,0.44000902
TU,Telus Corporation,17.56,-0.56625142,-1.07042254,0,140,1887998.56666667,2169512,1.18546453,Wireless Telecommunications,25549801004.29025,1453169610,2.11307824,0.87710407
RMD,ResMed Inc.,171.4,-1.95068932,-1.72018349,,,1316459.7,798782,0.84710718,Medical Specialties,25211551394,145894229.84399998,2.06989169,0.73935547
PINS,"Pinterest, Inc.",37.38,0.05353319,-0.29341158,0.08029979,2612,11002446.21666667,5992586,0.57006264,Internet Software/Services,25207522202,576728922.9100001,1.19849179,0.42982245
ZBH,"Zimmer Biomet Holdings, Inc.",120.56,0.76055161,0.21612635,,,1806428,1337787,0.59036459,Medical Specialties,25194714236,208752583.767,1.20090068,0.44297939
APTV,Aptiv PLC,89.02,-0.05613562,0.14624817,,,2526988.56666667,1079482,0.3585667,Auto Parts: OEM,25180387830.000004,281439769.864,1.49236857,0.27694691
